time,prices,market_caps,total_volumes
2019-02-24,2.7515859138045364,0.0,9264.589771779874
2019-02-25,3.0023968122350664,0.0,528.4218389533717
2019-02-26,3.740964101386213,0.0,10766.49468378952
2019-02-27,3.99231201231624,0.0,13527.310483811609
2019-02-28,3.5284050911536697,0.0,3560.4077253304335
2019-03-01,2.8001866902790216,0.0,5925.559060900146
2019-03-02,3.2982892776070383,0.0,13746.972863031151
2019-03-03,3.9013606463714656,0.0,221.40221668158065
2019-03-04,3.8550297936665885,0.0,230.415130767452
2019-03-05,5.179266239045418,0.0,12827.385108919007
2019-03-06,3.5493629156372712,0.0,6530.543815739328
2019-03-07,4.9735687461423295,0.0,21.73449542064198
2019-03-08,5.302412551328505,0.0,14204.898104381498
2019-03-09,5.912536260783835,0.0,5525.738138603357
2019-03-10,5.467036830588757,0.0,11725.973946088296
2019-03-11,5.993913179929315,0.0,1140.701617272348
2019-03-12,6.003677898661887,0.0,18.911585380784945
2019-03-13,4.700521731172642,0.0,3188.128864167844
2019-03-14,3.897236025165531,0.0,2785.00383594354
2019-03-15,6.416644496392602,0.0,7198017.12935122
2019-03-16,6.233417073176541,1472326624.4451358,5635309.571785533
2019-03-17,5.4641441289707995,1290271156.3108008,3032152.398123408
2019-03-18,3.8726341244990357,914757269.9807022,2208926.5407642093
2019-03-19,4.306728600867673,1017317601.7115281,2435551.4130299087
2019-03-20,4.285857984374575,1012176445.0467892,3499648.5165091096
2019-03-21,4.223250249484494,997527313.0315177,3928709.515028898
2019-03-22,3.5674262640658685,842664088.0098503,3753075.1256889
2019-03-23,3.4420914707776977,813018422.5935222,4100044.8279158724
2019-03-24,3.3400262733715294,794504714.7712306,3601266.2199359476
2019-03-25,3.119899306940364,736923159.9891775,2518819.043978609
2019-03-26,3.640200463210046,859970351.5225581,4686154.967144376
2019-03-27,3.63973450393198,859728697.5702647,6735062.703609921
2019-03-28,3.655400562604803,866975802.8442843,7250493.636829608
2019-03-29,3.422499942811173,808383237.493588,6061670.145991397
2019-03-30,3.443497091855137,813316151.2976321,4312592.349323003
2019-03-31,3.401414524946267,803410570.3279575,3616979.151250541
2019-04-01,3.5744414511343954,846799100.0780848,4247323.605826318
2019-04-02,3.527284143170972,838417735.1704301,3919114.4722926877
2019-04-03,3.7242470550065634,880049098.6794839,5604353.979955899
2019-04-04,3.663364267001989,872476480.3588849,5193406.0689340085
2019-04-05,3.7259407983477235,880467013.7714913,5535656.914960174
2019-04-06,3.537351393919182,833427685.694844,4297699.109229994
